genres,movie_id,original_title,plot,cast
"['Horror', 'Thriller']",150211,The Frozen,"After a harrowing snowmobile accident, a young couple is stranded in the woods and must survive while waiting for help to arrive. Events take a turn for the worse after the disappearance of Emma's boyfriend, leaving her on her own not only to battle the elements, but also to elude a mysterious hunter who is tracking her through the forest.","['Brit Morgan', 'Noah Segan']"
"['Family', 'Drama']",306667,Horse Camp,"What’s the matter with Kathy (Jordan Trovillion, Highland Park)? She’s your typical 17 year-old girl in search of something more in her life. It seems the only place she is going to find it is at Horse Camp. Her father Luke (Dean Cain, Lois &amp; Clark: The New Adventures of Superman) recognizes that she’s got it in her blood, a sensibility in her being - she understands horses just as much as they understand her. But at Horse Camp there is much more to learn, not only about horses, but about people and the many challenges of friendship.","['Jordan Trovillion', 'Dean Cain', 'Sherryl Despres', 'Dana Blackstone', 'Annelyse Ahmad', 'Joshua Ray Bell']"
['Documentary'],274758,Give Me Shelter,Give Me Shelter is a documentary to raise awareness for important animal issues around the world. This film uncovers the most prevalent issues in the animal world through the eyes of individuals dedicating their lives to them daily.,"['Katie Cleary', 'Robert Davi', 'Carole Davis', 'Alison Eastwood', 'Tippi Hedren', 'Elaine Hendrix']"
"['Drama', 'Romance', 'War']",3060,The Big Parade,"The story of an idle rich boy who joins the US Army's Rainbow Division and is sent to France to fight in World War I, becomes friends with two working class men, experiences the horrors of trench warfare, and finds love with a French girl.","['John Gilbert', 'Renée Adorée', 'Hobart Bosworth', 'Claire McDowell', 'Claire Adams', 'Robert Ober']"
['Comedy'],40963,Little Big Top,"An aging out of work clown returns to his small hometown, resigned to spend the rest of his days in a drunken stupor. But when his passion for clowning is reawakened by the local amateur circus he finds his smile.","['Sid Haig', 'Richard Riehle', 'Mel England', 'Jacob Zachar', 'Travis Betz']"
"['Romance', 'Comedy', 'Music']",173224,Along the Roadside,"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California.","['Michael Madsen', 'Iman Crosson', 'Lazar Ristovski']"
"['Drama', 'Action', 'Crime']",18533,Bronson,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.","['Tom Hardy', 'Matt King', 'James Lance', 'Kelly Adams', 'Katy Barker', 'Amanda Burton']"
['Western'],376010,Western Religion,"The year is 1879. Gunfighters from the far reaches of the globe descend on Religion, AZ to compete in a legendary poker tournament. Drawn by the gold prize, the players come to realize that in this game, their very souls are at stake.","['Peter Shinkoda', 'Merik Tadros', 'Peter Sherayko', 'Miles Szanto', 'Jonathan Erickson Eisley', 'Jen Kuhn']"
"['Foreign', 'Documentary']",139948,Burn,"A character-driven, action-packed documentary about Detroit, told through the eyes of the Detroit firefighters, the men and women charged with the thankless task of saving a city that many have written off as dead.","['Donald Austin', 'Brendan ""Doogie"" Milewski', 'Dave Parnell']"
"['Romance', 'Drama']",77332,Urbania,"Charlie takes an odyssey through grief during a fall weekend in New York City. His encounters are planned and chance: with a homeless man who sleeps by his building, with a friend who's dying, with the couple who lives (and noisily loves) in the flat above him, with a bartender and a one-night-stand he follows home, and with a tattooed stranger whom he seeks out and befriends. Along the way, Charlie inhabits a city full of moments of violence and of stories and legends: a kidney thief, a microwaved poodle, a rat in a hot dog bun, a baby left on a car top, a tourist's toothbrush, needles in public-phone change slots. Charlie lives and tells his own stories. What caused his melancholy?","['Dan Futterman', 'Matt Keeslar', 'Samuel Ball', 'Lothaire Bluteau', 'Alan Cumming', 'Josh Hamilton']"
['Comedy'],70478,The Stewardesses,"The Stewardesses is a 1969 Softcore 3-D film. Produced on a budget of just over $100,000, the film grossed over $27,000,000 (USD) in 1970 dollars, becoming the most profitable 3-D film ever released. This has now been passed by James Camerons Avatar.","['Christina Hart', 'Ronald South', 'William Condos', 'Anita de Moulin', 'Paula Erikson', 'Kathy Ferrick']"
"['Adventure', 'Horror', 'Science Fiction']",35073,"The Beast from 20,000 Fathoms","The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.","['Paul Hubschmid', 'Paula Raymond', 'Cecil Kellaway', 'Kenneth Tobey', 'Donald Woods', 'Lee Van Cleef']"
"['Adventure', 'Action', 'Thriller', 'Science Fiction']",9659,Mad Max,"In a dystopian future Australia, a vicious biker gang murders a cop's family, and makes his fight with them personal.","['Mel Gibson', 'Joanne Samuel', 'Hugh Keays-Byrne', 'Steve Bisley', 'Tim Burns', 'Roger Ward']"
"['Comedy', 'Romance']",10218,Swingers,"This is a story about Mike, a guy who left his girl in New York when he came to LA to be a star. It's been six months since his girlfriend left him and he's not doing so good. So, his pal and some other friends try and get him back in the social scene and forget about his 6 year relationship.","['Jon Favreau', 'Vince Vaughn', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert', 'Heather Graham']"
['Western'],391,Per un pugno di dollari,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.","['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volonté', 'Wolfgang Lukschy', 'José Calvo', 'Sieghardt Rupp']"
['Comedy'],43595,She Done Him Wrong,"New York singer and nightclub owner Lady Lou has more men friends than you can imagine. Unfortunately one of them is a vicious criminal who's escaped and is on the way to see ""his"" girl, not realising she hasn't exactly been faithful in his absence. Help is at hand in the form of young Captain Cummings a local temperance league leader though.","['Mae West', 'Cary Grant', 'Owen Moore', 'Gilbert Roland', 'Noah Beery', 'David Landau']"
[],194588,Short Cut to Nirvana: Kumbh Mela,"Every 12 years over 70 million pilgrims gather at the meeting of India's holiest rivers, the Ganges and the Yamuna, for a spectacular spiritual festival: the Kumbh Mela. This documentary takes a voyage of discovery through this colorful event through the eyes of several Westerners and an ebullient young Hindu monk, Swami Krishnanand. Featuring encounters with some of India's most respected holy men and exclusive footage of His Holiness the Dalai Lama.",[]
['Drama'],54897,The Grace Card,"Everything can change in an instant ... and take a lifetime to unravel. When Mac McDonald loses his son in an accident, the ensuing 17 years of bitterness and pain erodes his love for his family and leaves him angry with God ... and just about everyone else. Mac's rage stonewalls his career in the police department and makes for a combustible situation when he's partnered with Sam Wright, a rising star on the force who happens to be a part-time pastor and a loving family man. Can they somehow join forces to help one another when it's impossible for either of them to look past their differences-especially the most obvious one? Every day, we have the opportunity to rebuild relationships and heal deep wounds by extending and receiving God's grace. Offer THE GRACE CARD ... and never underestimate the power of God's love.","['Michael Joiner', 'Michael Higgenbottom', 'Louis Gossett, Jr.', 'Cindy Hodge']"
['Drama'],83588,Middle of Nowhere,'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,"['David Oyelowo', 'Maya Gilbert', 'Sharon Lawrence', 'Emayatzy Corinealdi', 'Dondre Whitfield', 'Omari Hardwick']"
"['Romance', 'Drama', 'Comedy']",53256,Drei,"Hanna and Simon are in a 20 year marriage with an unexiting relationship. By chance, they both meet and start separate affairs with Adam. Adam has no idea that his two lovers are married, until they are all found out when Hanna becomes pregnant, with the natural doubts stemming from their situation.","['Sophie Rois', 'Sebastian Schipper', 'Devid Striesow', 'Annedore Kleist', 'Alexander Hörbe', 'Winnie Böwe']"
"['Music', 'Drama']",40920,The Business of Fancydancing,"Seymour Polatkin is a successful, gay Indian poet from Spokane who confronts his past when he returns to his childhood home on the reservation to attend the funeral of a dear friend.","['Evan Adams', 'Michelle St. John', 'Gene Tagaban', 'Swil Kanim', 'Rebecca Carroll', 'Cynthia Geary']"
['Documentary'],287815,Call + Response,"Call + Response is a first of its kind feature documentary film that reveals the world’s 27 million dirtiest secrets: there are more slaves today than ever before in human history. Call + Response goes deep undercover where slavery is thriving from the child brothels of Cambodia to the slave brick kilns of rural India to reveal that in 2007, Slave Traders made more money than Google, Nike and Starbucks combined. Luminaries on the issue and many other prominent political and cultural figures offer first hand account of this 21st century trade. Performances from Grammy-winning and critically acclaimed artists move this chilling information into inspiration for stopping it. Music is part of the movement against human slavery. Dr. Cornel West connects the music of the American slave fields to the popular music we listen to today, and offers this connection as a rallying cry for the modern abolitionist movement currently brewing.",[]
"['Crime', 'Horror', 'Thriller']",54702,Malevolence,"It's ten years after the kidnapping of Martin Bristol. Taken from a backyard swing at his home at the age of six, he is forced to witness unspeakable crimes of a deranged madman. For years, Martin's whereabouts have remained a mystery...until now.","['Samantha Dark', 'Heather Magee', 'Richard Glover', 'R. Brandon Johnson']"
[],176074,Reality Show,"The Warwick family are unknowingly being filmed for a new reality show. Problem is, they're boring. So the producer must add conflict and drama to their lives. Their lives begin to unravel with shocking consequences.","['Adam Rifkin', 'Kelley Menighan Hensley', 'Kendra Sue Waldman', 'Scott Anderson']"
