genres,movie_id,original_title,plot,cast
"['Comedy', 'Romance']",tt2255934,Aiyyaa,A woman goes on the hunt for her dream man  armed with her wild imagination  her passion for Masala-films  and her ultra-sensitive sense of smell.,"['Rani Mukerji', 'Prithviraj Sukumaran', 'Nirmiti Sawant', 'Subodh Bhave', 'Jyoti Subhash', 'Satish Alekar']"
"['Action', 'Drama', 'War']",tt1785333,Chittagong,School kids organize an armed revolt in the 1930s in British occupied Chittagong. There are casualties on both sides. Later  one of those kids successfully leads the peasants to regain their food-grains earlier commandeered by the British.,"['Manoj Bajpayee', 'Barry John', 'Delzad Hiwale', 'Vega Tamotia', 'Nawazuddin Siddiqui', 'Rajkummar Rao']"
"['Horror', 'Mystery', 'Thriller']",tt2406636,Bhoot Returns,A family moves into a possessed bungalow. A sudden turn of events in the house leaves them astonished. When things worsen  escape seems to be their last resort.,"['J.D. Chakravarthi', 'Madhu Shalini', 'Alayana Sharma', 'Nitin Jadhav', 'Bharat Ganeshpure', '']"
"['Animation', 'Comedy', 'Drama']",tt1172587,Delhi Safari,A group of animals plan a trip to Delhi in order to ask the parliament why the forest they live in is on the verge of destruction.,"['Cary Elwes', 'Christopher Lloyd', 'Tara Strong', 'Troy Baker', 'Jane Lynch', 'Tom Kenny']"
"['Action', 'Drama', 'Thriller']",tt2292625,Chakravyuh,On the request of his friend Kabir  SP Adil Sends him to the Naxal group as an informer. When Kabir finds the truth he becomes one of their gang leader.,"['Arjun Rampal', 'Abhay Deol', 'Manoj Bajpayee', 'Esha Gupta', 'Om Puri', 'Kabir Bedi']"
"['Comedy', 'Drama', 'Romance']",tt2172071,Student of the Year,Several alumni reminisce about their final year at St. Theresa's College and the events that shaped their lives.,"['Alia Bhatt', 'Sidharth Malhotra', 'Varun Dhawan', 'Rishi Kapoor', 'Sana Saeed', 'Sahil Anand']"
"['Comedy', 'Romance']",tt2356959,Ajab Gazabb Love,Rajveer falls in love with Madhuri. He realizes that she hates rich people. So Rajveer  along with his family  pretends to be poor to win Madhuri's love.,"['Jackky Bhagnani', 'Nidhi Subbaiah', 'Darshan Jariwala', 'Kiron Kher', 'Arshad Warsi', 'Anuja Sachdeva']"
"['Crime', 'Thriller']",tt2256514,Rush,Story of a struggling news reporter engulfed by the veneer of glamour  money  power and the enviable life of media.,"['Emraan Hashmi', 'Sagarika Ghatge', 'Neha Dhupia', 'Aditya Pancholi', 'Murli Sharma', 'Rahul Singh']"
"['Drama', 'Horror', 'Romance']",tt2222550,1920: Evil Returns,This story revolves around a famous poet who meets a woman who is in trouble. In order to treat her  he takes her to Shimla in a big hospital  but soon that woman gets possessed by devil ...                    ,"['Vicky Ahuja', 'Tia Bajpai', 'Irma Jämhammar', 'Sharad Kelkar', 'Vidya Malvade', 'Naresh Sharma']"
"['Animation', 'Drama', 'Musical']",tt2317103,Sons of Ram,Surayavanshi Ram of Ayodhya  the greatest warrior king that ever lived  was forced to send his beloved wife Sita into exile  thus leading him and his kingdom to despair and towards an empty...                    ,"['Sunidhi Chauhan', 'Ettienne Couthino', 'Devansh Doshi', 'Saptharishi Ghosh', '']"
"['Comedy', 'Musical']",tt1956433,Ata Pata Lapatta,Madhav Chaturvedi files a police complaint that his whole house has been robbed.But it is suspected to be done himself in order to claim the insurance amount.The case becomes lot of ...                    ,"['Asrani', 'Amit Behl', 'Lankesh Bhardwaj', 'Krishna Bhatt', 'Raja Bherwani', 'Satyadev Dubey']"
"['Drama', 'Romance']",tt2176013,Jab Tak Hai Jaan,A woman is made to realize that her prayers and sacrifice to save her boyfriend's life may have led him to a fate worse than death.,"['Shah Rukh Khan', 'Katrina Kaif', 'Anushka Sharma', 'Anupam Kher', 'Rishi Kapoor', 'Atul Sharma']"
"['Crime', 'Drama', 'Mystery']",tt1787988,Talaash,Inspector Surjan Shekhawat  who is dealing with a depressing past  has to investigate a high profile murder case  deal with his crumbling marriage and use the help and solace of a prostitute by the name of Rosie.,"['Aamir Khan', 'Kareena Kapoor', 'Rani Mukerji', 'Nawazuddin Siddiqui', 'Rajkummar Rao', 'Rajshri Deshpande']"
"['Drama', 'Thriller']",tt2188805,Login,This movie is about three characters who are connected to the Internet and end up disconnecting their actual life.,"['Himanshu Bhatt', 'Raadhika Singh', 'Akkash Basnet', 'Rashmi Gautam', 'Nandini Rai', 'Siddarth Chopra']"
"['Action', 'Comedy']",tt2178508,Son of Sardaar,A guest tries to stay inside the house of a man who can't kill him unless he's outside  because of believing guest to be equal to God.,"['Ajay Devgn', 'Sanjay Dutt', 'Sonakshi Sinha', 'Juhi Chawla', '']"
"['Romance', 'Thriller']",tt2346744,Cigarette Ki Tarah,A guy falls in love blindly with a beautiful girl. This blind love leads him into deep trouble  and further separates him from other people like one man versus the entire world. In these ...                    ,"['Ashok Banthia', 'Sudesh Berry', 'Yuvika Chaudhry', 'Prashant Narayanan', 'RajKumar', 'Madhurima Tuli']"
"['Action', 'Comedy']",tt2112131,Dabangg 2,Chulbul Pandey invites a fresh trouble when he kills the brother of a notorious politician and the former swears to wreak havoc in his life.,"['Salman Khan', 'Sonakshi Sinha', 'Prakash Raj', 'Vinod Khanna', 'Arbaaz Khan', 'Deepak Dobriyal']"
"['Action', 'Crime', 'Thriller']",tt1784589,Players,Two thieves  a magician  a computer hacker  a wannabe actor and a explosives expert plan a robbery to fulfill the dream of Victor Braganza. Will they be successful or will destiny have something different for them?,"['Vinod Khanna', 'Abhishek Bachchan', 'Bobby Deol', 'Sonam Kapoor', 'Bipasha Basu', 'Neil Nitin Mukesh']"
"['Action', 'Comedy', 'Musical']",tt1980986,Housefull 2,A comedy of errors wherein four men help each other to fool their prospective father-in-laws creating a cascade of confusion and mayhem.,"['Akshay Kumar', 'John Abraham', 'Asin', 'Jacqueline Fernandez', 'Riteish Deshmukh', 'Shreyas Talpade']"
"['Action', 'Comedy']",tt1728986,Bol Bachchan,All hell breaks loose when a Muslim man breaks a temple lock to save a little child  thus for his safety keeps a Hindu name  where he starts making web of lies.,"['Amitabh Bachchan', 'Ajay Devgn', 'Abhishek Bachchan', 'Archana Puran Singh', 'Asin', 'Prachi Desai']"
"['Comedy', 'Drama', 'Family']",tt2181931,English Vinglish,A quiet  sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.,"['Sridevi', 'Adil Hussain', 'Mehdi Nebbou', 'Priya Anand', 'Sulabha Deshpande', 'Michael Patrick Hoban']"
"['Comedy', 'Drama', 'Romance']",tt1948047,Impatient Vivek,Rejected by the woman he loves  a slacker abducts her shortly before her marriage with another male.,"['Vivek Sudershan', 'Sayali Bhagat', 'Ronnaoq Ahuja', 'Charu Asopa', 'Hrishikesh Joshi', '']"
"['Action', 'Comedy', 'Drama']",tt1773109,Yamla Pagla Deewana,A married Canadian travels to India to re-unite with his estranged father and brother but faces obstacles and challenges.,"['Nafisa Ali', 'Yugesh Anil', 'Madhuri Bhattacharya', 'Emma Brown Garett', 'Mahek Chahal', 'Bobby Deol']"
"['Action', 'Comedy', 'Crime']",tt1900937,Mumbai Mast Kallander,A hair-stylist with money problems overhears a plot to kidnap her landlord's son.,"['Mohsin', 'Muzzi', 'Shilpa Shukla', 'Luna', 'Tarun Anand', 'Shankar Sachdev']"
['Drama'],tt1433810,Dhobi Ghat,The lives of four people intersect in Mumbai: a washer-man who wants to become an actor  a banker-turned-photographer  a painter looking for inspiration  and a newly-married immigrant who journals her experiences on home video.,"['Prateik', 'Monica Dogra', 'Kriti Malhotra', 'Aamir Khan', 'Danish Husain', 'Kitu Gidwani']"
"['Comedy', 'Drama', 'Romance']",tt1666184,Turning 30!!!,Naina grapples with heartbreak and a crisis in her advertising career  while facing her 30th birthday.,"['Gul Panag', 'Purab Kohli', 'Sid Makkar', 'Jeneva Talwar', 'Tillotama Shome', 'Anita Kanwal']"
"['Action', 'Crime', 'Drama']",tt1825801,Hostel,An Engineering student is molested  beaten and humiliated when he goes to reside in a hostel.,"['Vatsal Sheth', 'Tulip Joshi', 'Mukesh Tiwari', 'Nagesh Bhonsle', 'Chandrachur Karnik', 'Subeer Goswamin']"
"['Comedy', 'Drama', 'Romance']",tt1727496,Dil Toh Baccha Hai Ji,Three roommates are in search of true love. They each find a girl with whom they fall head over heels in love with. Now they just have to get the women to reciprocate.,"['Ajay Devgn', 'Emraan Hashmi', 'Omi Vaidya', 'Shazahn Padamsee', 'Shradha Das', 'Shruti Haasan']"
"['Action', 'Drama', 'Thriller']",tt1821692,United Six,Six women decide to break into a bank  withdraw at the 11th hour - but must go on the run after the bank gets robbed by unknown person(s).,"['Russell Geoffrey Banks', 'Leigh Barwell', 'Isha Batwe', 'Daisy Bopanna', 'Brahim Chab', 'Luna Lahkar']"
"['Comedy', 'Drama']",tt1809399,Utt Pataang,A man and his private-detective friend attempt to deal with a bitter ex-girlfriend and a missing bag full of cash.,"['Vinay Pathak', 'Saurabh Shukla', 'Mahie Gill', 'Mona Singh', 'Sanjay Mishra', 'Brijendra Kala']"
"['Drama', 'Sport']",tt1535467,Patiala House,A victim of British racial violence and profiling prevents his son from playing cricket.,"['Rishi Kapoor', 'Dimple Kapadia', 'Akshay Kumar', 'Anushka Sharma', 'Tinnu Anand', 'Soni Razdan']"
"['Drama', 'Mystery', 'Thriller']",tt1629376,7 Khoon Maaf,Susanna's quest for love leads to a series of marriages  each ending in the mysterious death of her latest husband.,"['Priyanka Chopra', 'Vivaan Shah', 'Neil Nitin Mukesh', 'John Abraham', 'Irrfan Khan', 'Konkona Sen Sharma']"
"['Comedy', 'Drama', 'Romance']",tt1694542,Tanu Weds Manu,Manu comes to India to find a bride for himself and falls for Tanu at first sight but Tanu  a free spirited girl has no plans of marrying him.,"['Madhavan', 'Kangana Ranaut', 'Jimmy Sheirgill', 'Deepak Dobriyal', 'Swara Bhaskar', 'Eijaz Khan']"
"['Comedy', 'Drama']",tt1667076,F.A.L.T.U,Unable to get accepted  four academically-challenged students decide to open their own college.,"['Arshad Warsi', 'Riteish Deshmukh', 'Jackky Bhagnani', 'Puja Gupta', 'Chandan Roy Sanyal', 'Angad Bedi']"
['Drama'],tt1895476,Memories in March,A mother finds out that her recently deceased son had a secret life.,"['Deepti Naval', 'Raima Sen', 'Rituparno Ghosh', 'Rajat Ganguly', 'Suchita Roy Chaudhury', 'Anya Chowdhry']"
['Comedy'],tt1720254,Thank You,Three wives engage the services of a private investigator after they suspect their respective husbands of infidelity.,"['Akshay Kumar', 'Bobby Deol', 'Sonam Kapoor', 'Sunil Shetty', 'Celina Jaitly', 'Irrfan Khan']"
"['Action', 'Drama']",tt1825655,Angel,After serving time in jail for running over a man  an ex-convict is then arrested for sexually molesting the man's physically-challenged daughter.,"['Sumit Arora', 'Arun', 'Raakesh Babu', 'Prem Kishen Dwivedi', 'Paresh Ganatra', 'Ali Irani']"
"['Comedy', 'Drama']",tt1465488,Happy Husbands,Three married men seek counseling from a fourth in order to meet and date other women.,"['Anay', 'Kurush Deboo', 'Mohit Ghai', 'Ahwaan', 'Archana Sharma', 'Shruti Sharma']"
"['Comedy', 'Drama']",tt1867070,Teen Thay Bhai,In order to inherit a mansion  three squabbling brothers must fulfill their late grandfather's wishes.,"['Om Puri', 'Deepak Dobriyal', 'Ragini Khanna', '']"
"['Action', 'Crime', 'Drama']",tt1618430,Dum Maaro Dum,A corrupt police officer is entrusted the task of apprehending drug-dealers.,"['Abhishek Bachchan', 'Bipasha Basu', 'Rana Daggubati', 'Prateik', 'Aditya Pancholi', 'Anaitha Nair']"
"['Crime', 'Drama']",tt1916728,Shor in the City,Various residents and career-criminals face challenges in crime-laden Mumbai.,"['Sendhil Ramamurthy', 'Tusshar Kapoor', 'Nikhil Dwivedi', 'Preeti Desai', 'Sundeep Kishan', 'Pitobash']"
"['Action', 'Adventure']",tt1605790,Zokkomon,An orphan is abused and abandoned  believed to be dead  and upon his return is first feared as a ghost  and then projected as a superhero.,"['Darsheel Safary', 'Anupam Kher', 'Manjari Fadnnis', 'Tinnu Anand', 'Sheeba Chaddha', 'S.M. Zaheer']"
"['Comedy', 'Drama']",tt1884268,Chalo Dilli,Enroute to her destination via plane  a busy executive gets stranded with a middle-classed fast-talking male.,"['Vinay Pathak', 'Lara Dutta', 'Yana Gupta', 'Akshay Kumar', '']"
"['Drama', 'Romance']",tt1814619,Aashiqui.in,A dark-complexioned waitress develops an on-line relationship a hunk in her school.,"['Ishaan Manhaas', 'Dheeraj Miglani', 'Priti Gandwani', 'Shubhi Ahuja', 'Kamal Malik', 'Amit Dhamija']"
"['Comedy', 'Drama', 'Family']",tt1886663,Satrangee Parachute,Amidst terrorist alerts  five small-town children set out to procure a parachute from a city.,"['Sanjay Mishra', 'Zakir Hussain', 'Lilliput', 'Rupali Ganguly', 'Ssanjay S. Swaraaj', 'Ashraf Ul Haq']"
"['Biography', 'Drama', 'Thriller']",tt1887817,Monica,An accused and three politically-connected suspects are prosecuted for their involvement in the homicide of a journalist.,"['Ashutosh Rana', 'Divya Dutta', 'Rajit Kapoor', 'Yashpal Sharma', 'Tinnu Anand', 'Kitu Gidwani']"
['Drama'],tt1629295,I Am,Four traumatic and life-changing stories in various parts of modern secular India.,"['Juhi Chawla', 'Rahul Bose', 'Radhika Apte', 'Nandita Das', 'Sanjay Suri', 'Purab Kohli']"
"['Comedy', 'Drama']",tt1363125,Naughty @ 40,A 40 year old male virgin with sleep-walking problems finds true love after getting married to a naive child-like woman.,"['Govinda', 'Yuvika Chaudhry', 'Anupam Kher', 'Smita Jaykar', 'Lucia Edwards', 'Sanjay Mishra']"
"['Horror', 'Mystery', 'Thriller']",tt1887763,Haunted - 3D,A Realtor encounters two ghostly entities while attempting to sell a mansion.,"['Mimoh Chakraborty', 'Tia Bajpai', 'Achint Kaur', 'Mohan Kapoor', 'Sanjay Sharma', 'Prachee Shah Paandya']"
"['Drama', 'Romance']",tt1695793,Love U... Mr. Kalakaar!,The only daughter of a wealthy businessman falls in love with a middle-classed underemployed artist.,"['Tusshar Kapoor', 'Amrita Rao', 'Ram Kapoor', 'Madhoo', 'Kiran Kumar', 'Yatin Karyekar']"
"['Drama', 'Horror', 'Mystery']",tt1890513,Ragini MMS,Out to relax and have fun at a farmhouse  a couple experience horror at the hands of an unknown entity.,"['Kainaz Motivala', 'Rajkummar Rao', 'Rajat Kaul', 'Janice', 'Shernaza', 'Mangala Ahire']"
"['Comedy', 'Drama', 'Family']",tt1907761,Stanley Ka Dabba,A school-teacher  who forces children to share their food with him  forbids one from entering the school until he brings his own Tiffin/Lunch-box.,"['Partho A. Gupte', 'Numaan Sheikh', 'Abhishek Reddy', 'Sai Shara Shetty', 'Monty Sarkar', 'Leo Crasto']"
"['Action', 'Crime', 'Drama']",tt1828289,Shagird,A rookie cop questions the tactics of his superior  and attempts to track the abductors of his girlfriend.,"['Nana Patekar', 'Mohit Ahlawat', 'Rimi Sen', 'Anurag Kashyap', 'Zakir Hussain', '']"
"['Drama', 'Mystery', 'Thriller']",tt1883121,404: Error Not Found,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,"['Sara Arjun', 'Rajvvir Aroraa', 'Aditya Banerjee', 'Mukesh Bhatt', 'Amod Burande', 'Tisca Chopra']"
"['Action', 'Crime', 'Drama']",tt1836912,Shaitan,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,"['Kalki Koechlin', 'Shiv Panditt', 'Gulshan Devaiah', 'Rajeev Khandelwal', 'Neil Bhoopalam', 'Kirti Kulhari']"
"['Comedy', 'Drama', 'Romance']",tt1926313,Pyaar Ka Punchnama,After falling in love  three room-mates experience changes in their lives.,"['Kartik Aaryan', 'Raayo S. Bakhirta', 'Divyendu Sharma', 'Nushrat Bharucha', 'Sonnalli Seygall', 'Ishita Raj']"
"['Comedy', 'Drama']",tt1939654,Bheja Fry 2,A tax-evading businessman and an income-tax officer get stranded on an isolated island.,"['Vinay Pathak', 'Kay Kay Menon', 'Minissha Lamba', 'Rukhsar Rehman', 'Rahul Vohra', 'Aditi Govitrikar']"
"['Comedy', 'Crime', 'Drama']",tt1937092,Always Kabhi Kabhi,A story centered on four students coming of age during a year at their school  St. Marks.,"['Lillete Dubey', 'Satyajeet Dubey', 'Ali Fazal', 'Manoj Joshi', 'Shah Rukh Khan', 'Akash Khurana']"
"['Comedy', 'Crime', 'Drama']",tt1728239,Double Dhamaal,Four slackers decide to avenge their humiliation at the hands of a con-man.,"['Sanjay Dutt', 'Riteish Deshmukh', 'Arshad Warsi', 'Javed Jaffrey', 'Aashish Chaudhary', 'Mallika Sherawat']"
"['Action', 'Crime', 'Thriller']",tt1869296,Bbuddah... Hoga Terra Baap,"A quick-tempered  flamboyantly-dressed  retired hit-man returns to India for one last job. Just don't call him ""Buddah""","['Amitabh Bachchan', 'Hema Malini', 'Sonu Sood', 'Sonal Chauhan', 'Charmy Kaur', 'Prakash Raj']"
"['Action', 'Comedy', 'Crime']",tt1934231,Delhi Belly,Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,"['Imran Khan', 'Vir Das', 'Kunaal Roy Kapur', 'Shenaz Treasury', 'Poorna Jagannathan', 'Kim Bodnia']"
"['Action', 'Drama', 'Horror']",tt1918965,Murder 2,An ex-cop is hired by a pimp to find missing call girls and the man responsible behind their abduction.,"['Emraan Hashmi', 'Jacqueline Fernandez', 'Prashant Narayanan', 'Sulagna Panigrahi', 'Sudhanshu Pandey', 'Sandeep Sikand']"
"['Comedy', 'Drama', 'Family']",tt1841542,Chillar Party,A gang of innocent but feisty kids who lead carefree lives in Chandan Nagar colony takes on the big bad world of politics when one of their friend's life is endangered.,"['Aarav Khanna', 'Chinmay Chandraunshuh', 'Divji Handa', 'Irfan Khan', 'Naman Jain', 'Rohan Grover']"
"['Comedy', 'Drama']",tt1562872,Zindagi Na Milegi Dobara,Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.,"['Hrithik Roshan', 'Farhan Akhtar', 'Abhay Deol', 'Katrina Kaif', 'Kalki Koechlin', 'Ariadna Cabrol']"
"['Drama', 'History', 'War']",tt1980970,Gandhi to Hitler,Adolf Hitler assists India in it's freedom struggle against the British  while Mohandas Gandhi writes to him to end violence.,"['Raghuvir Yadav', 'Neha Dhupia', 'Aman Verma', 'Nassar Abdulla', 'Avijit Dutt', 'Lucky Vakharia']"
"['Comedy', 'Drama', 'Family']",tt1805263,I Am Kalam,An impoverished boy forms an unlikely and unstable friendship with the lonely son of a nobleman.,"['Gulshan Grover', 'Harsh Mayar', 'Pitobash', 'Hussan Saad', 'Beatrice Ordeix', 'Namrata Dixit']"
"['Action', 'Comedy', 'Crime']",tt1947973,Bin Bulaye Baraati,Petty robbers on the run from gangsters and police end up in a town where they are mistaken for police officers.,"['Naushaad Abbas', 'Rati Agnihotri', 'Shweta Bhardwaj', 'Gulshan Grover', 'Manoj Joshi', 'Shakti Kapoor']"
['Drama'],tt1942905,Kucch Luv Jaisaa,After getting bored with her love less marriage life  a wife decides to get a breathe of fresh air and meets a hit man.,"['Shefali Shah', 'Om Puri', '']"
"['Action', 'Drama']",tt1948150,Singham,A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look foolish and weak.,"['Ajay Devgn', 'Kajal Aggarwal', 'Prakash Raj', 'Sonali Kulkarni', 'Sachin Khedekar', 'Sudhanshu Pandey']"
"['Drama', 'Thriller']",tt1801521,Khap,Human rights workers encounter obstacles while investigating killings in modern secular India.,"['Rahul Jaiswal', '']"
['Drama'],tt2012576,Bubble Gum,A teenager faces interfering parents  a sibling  and a rival for the girl he loves.,"['Apoorva Arora', 'Tanvi Azmi', 'Delzad Hiwale', 'Sachin Khedekar', 'Sohail Lakhani', 'Virendra Saxena']"
"['Action', 'Crime', 'Drama']",tt2032530,Shabri,An impoverished woman faces off against gangsters as well as the police after her brother is killed.,"['Isha Koppikar', 'Raj Arjun', 'Manish Wadhwa', 'Pradeep Singh Rawat', 'Zakir Hussain', 'Vijay Kadechkar']"
"['Drama', 'Mystery', 'Romance']",tt2023645,Phhir,With the help of the police and a psychic  a husband attempts to try and locate his missing wife.,"['Rajniesh Duggall', 'Roshni Chopra', 'Monica', 'Adah Sharma', 'Parag Tyagi', '']"
['Drama'],tt1848771,Aarakshan,A decision by India's supreme court tests a man's friendships and loyalty.,"['Amitabh Bachchan', 'Saif Ali Khan', 'Manoj Bajpayee', 'Deepika Padukone', 'Prateik', 'Tanvi Azmi']"
"['Action', 'Adventure', 'Comedy']",tt1363363,Chatur Singh Two Star,A bumbling police detective and his sidekick attempt to arrest an assassin.,"['Sanjay Dutt', 'Ameesha Patel', 'Anupam Kher', 'Satish Kaushik', 'Shakti Kapoor', 'Suresh Menon']"
"['Action', 'Comedy', 'Drama']",tt1630282,Sahi Dhandhe Galat Bande,The son of a politician is abducted. The kidnappers play a dangerous double game to support activists against land grabbing by the Government.,"['Anupam Kher', 'Sharat Saxena', 'Udit Khurana', 'Tina Desai', 'Parvin Dabas', 'Ashish Nayyar']"
"['Action', 'Comedy', 'Romance']",tt1729637,Bodyguard,The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,"['Salman Khan', 'Kareena Kapoor', 'Raj Babbar', 'Hazel Keech', 'Mohammad Faizan', 'Aditya Pancholi']"
"['Drama', 'Romance']",tt1826051,Yeh Dooriyan,A divorced businesswoman with two children falls in love with a much younger man.,"['Deepshika Nagpal', 'Inder Kumar', 'Delnaaz Irani', 'Chitrashi Rawat', 'Kunickaa Sadanand', 'Achint Kaur']"
"['Crime', 'Drama', 'Thriller']",tt1999935,Not a Love Story,An aspiring movie actress and her boyfriend are arrested and charged with Homicide.,"['Deepak Dobriyal', 'Mahie Gill', 'Zakir Hussain', 'Darshan Jariwala', 'Urmila Matondkar', 'Ajay Gehi']"
"['Comedy', 'Crime', 'Drama']",tt2034011,Hum Tum Shabana,Two colleagues  who woo the same woman  are abducted by her gangster uncle.,"['Tusshar Kapoor', 'Shreyas Talpade', 'Minissha Lamba', 'Mantra', 'Mantra', 'Narendra Jetley']"
"['Comedy', 'Drama']",tt2066925,Mummy Punjabi: Superman Ki Bhi Maa!!,An eccentric woman's life undergoes many changes as she prepares for the marriage of her children.,"['Kiron Kher', 'Kanwaljit Singh', 'Jackie Shroff', 'Anju Mahendru', 'Divya Dutta', 'Viraf Patel']"
"['Comedy', 'Family', 'Romance']",tt1740710,Mere Brother Ki Dulhan,A quirky rom-com where Kush finds the ideal Indian bride Dimple for his brother Luv and a series of comical and unpredictable events follow.,"['Imran Khan', 'Katrina Kaif', 'Ali Zafar', ""Tara D'Souza"", 'Parikshat Sahni', 'Kanwaljit Singh']"
"['Drama', 'Romance', 'War']",tt1627924,Mausam,A war  religious conflicts  and misunderstandings create obstacles for a couple of different faiths.,"['Shahid Kapoor', 'Sonam Kapoor', 'Anupam Kher', 'Supriya Pathak', 'Aditi Sharma', 'Manoj Pahwa']"
['Romance'],tt1847736,U R My Jaan,When Akash  a renowned tycoon  obsessed with wealth  meets Reena  a small town Indian girl with big starry dreams  he is confronted with perplexing choices and must make life altering ...                    ,"['Mikaal', 'Preeti Soni', 'Himani Shivpuri', 'Anil Dhawan', 'Rajesh Khera', 'Aman Verma']"
"['Action', 'Thriller']",tt1992138,Force,A vengeful drug-dealer/gangster targets and terrorizes an entire police unit and their families.,"['John Abraham', ""Genelia D'Souza"", 'Raj Babbar', 'Mohnish Bahl', 'Kamlesh Sawant', 'Ameet Gaurr']"
"['Action', 'Crime', 'Drama']",tt2073070,Saheb Biwi Aur Gangster,Hired to kill a nobleman  the assassin instead falls for the former's unstable wife.,"['Jimmy Sheirgill', 'Mahie Gill', 'Randeep Hooda', 'Shreya Narayan', 'Deepal Shaw', 'Rajiv Gupta']"
"['Comedy', 'Drama', 'Romance']",tt1696191,Tere Mere Phere,An irate groom-to-be abducts a recently married bickering couple and asks them to take him to his wedding.,"['Vinay Pathak', 'Riya Sen', 'Jagrat Desai', 'Sasha Goradia', 'Darshan Jariwala', 'Sushmita Mukherjee']"
"['Comedy', 'Drama', 'Sport']",tt1736552,Breakaway,An ethnic Canadian hockey player struggles against traditional family values and discrimination from mainstream hockey players.,"['Vinay Virmani', 'Camilla Belle', 'Russell Peters', 'Rob Lowe', 'Anupam Kher', 'Gurpreet Ghuggi']"
"['Drama', 'Thriller']",tt1368453,Chargesheet,The story revolves around the murder case of an actress.,"['Dev Anand', 'Sanket Dhawan', 'Divya Dutta', 'Shehzad Khan', 'Devshi Khanduri', 'Hansal Mehta']"
"['Comedy', 'Drama', 'Romance']",tt1877691,Love Breakups Zindagi,A couple and many of their friends experience changes and challenges in their respective lives after attending a wedding.,"['Zayed Khan', 'Dia Mirza', 'Cyrus Sahukar', 'Tisca Chopra', 'Satyadeep Misra', 'Vaibhav Talwar']"
"['Comedy', 'Romance']",tt2057441,Mujhse Fraaandship Karoge,When you can't make it on your own  the best thing to do is to fake it. But  the question remains  how long can you fake true love?,"['Saqib Saleem', 'Saba Azad', 'Nishant Dahiya', ""Tara D'Souza"", 'Prabal Panjabi', 'Chitrak Bandyopadhyay']"
"['Action', 'Drama', 'Mystery']",tt2033947,Aazaan,A Secret Agent must race against time to stop terrorists about to unleash an unknown strain of the Ebola Virus.,"['Sachiin Joshi', 'Candice Boucher', 'Arya Babbar', 'Samy Gharbi', '']"
"['Action', 'Adventure', 'Sci-Fi']",tt1562871,Ra.One,When the titular antagonist of an action-adventure video game takes on physical form  it's only the game's less powerful protagonist who can save his creator's family.,"['Shah Rukh Khan', 'Arjun Rampal', 'Kareena Kapoor', 'Shahana Goswami', 'Atul Sharma', 'Priyanka Chopra']"
"['Drama', 'Music', 'Musical']",tt1839596,Rockstar,Janardhan Jakhar chases his dreams of becoming a big Rock star  during which he falls in love with Heer.,"['Ranbir Kapoor', 'Nargis Fakhri', 'Shammi Kapoor', 'Kumud Mishra', 'Piyush Mishra', 'Shernaz Patel']"
"['Comedy', 'Drama', 'Romance']",tt2104937,Miley - Naa Miley - Hum,A tennis player incurs his pushy divorced parents' displeasure when he pretends to fall for a struggling model.,"['Chirag Paswan', 'Kangana Ranaut', 'Neeru Bajwa', 'Sagarika Ghatge', 'Poonam Dhillon', 'Kabir Bedi']"
"['Action', 'Crime', 'Drama']",tt1961530,Tell Me O Kkhuda,After finding she was adopted as child  a young woman sets out to look for her biological parents.,"['Dharmendra', 'Vinod Khanna', 'Rishi Kapoor', 'Farooq Shaikh', 'Hema Malini', 'Esha Deol']"
"['Comedy', 'Drama', 'Romance']",tt1503640,Damadamm!,On a break from his pushy girlfriend  a male falls for the sister of his employer.,"['Himesh Reshammiya', 'Sonal Sehgal', 'Purbi Joshi', 'Rajesh Khattar', '']"
"['Comedy', 'Drama', 'Romance']",tt1954598,Ladies vs. Ricky Bahl,"A smooth and charming conman  Ricky Bahl  cons girls for a living but finally meets his match is this fun-filled ""ROM-CON.""","['Ranveer Singh', 'Anushka Sharma', 'Parineeti Chopra', 'Dipannita Sharma', 'Aditi Sharma', '']"
"['Comedy', 'Drama']",tt1985981,Desi Boyz,Two friends lose their jobs  then part bitterly after they get exposed as male strippers.,"['Akshay Kumar', 'John Abraham', 'Deepika Padukone', 'Chitrangda Singh', 'Anupam Kher', 'Mohnish Bahl']"
"['Action', 'Crime', 'Drama']",tt1772872,Game,A wealthy man invites four people to his private island to blame three of them for his daughter's sudden death. The next morning  the wealthy man is found murdered.,"['Abhishek Bachchan', 'Kangana Ranaut', 'Anupam Kher', 'Boman Irani', 'Jimmy Sheirgill', 'Shahana Goswami']"
